2020-10-04,9000.0,496.5,31.0
2020-07-05,SCI,58.86,12.0
2020-07-05,RITES,259.48,3.0
2020-07-05,DEEPAKNTR,478.95,1.0
2020-07-05,FDC,266.1,2.0
2020-10-01,UFLEX,212.5,3.0
2020-10-01,IRB,113.1,6.0
2020-10-01,EIDPARRY,282.95,2.0
2020-10-01,ECLERX,701.1,1.0
2020-10-01,JSLHISAR,85.8,8.0
2020-10-01,BDL,314.75,2.0
2020-10-01,DHANUKA,751.25,1.0
2020-10-01,KSCL,531.25,1.0
2020-10-01,GESHIP,234.9,3.0
2020-10-01,KRBL,289.85,2.0
2020-10-01,BALRAMCHIN,155.2,5.0
